source_file,formulation_group,formulation_label,drug_label,replicate_file_id,time_h,interval_mean_signal,duration_h,n_technical_measurements,interval_start_h,interval_end_h,interval_auc,AUC_0_8h_denominator,interval_auc_fraction,sum_interval_auc_fraction_0_8h,y_variable,normalization_formula,auc_method
0525-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0525-紫外-亚甲蓝-Qwen,0.5,0.235,0.5,3,0.0,0.5,0.1175,1.9948333333333332,0.05890216392346896,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0525-紫外-亚甲蓝-Qwen,1.0,0.17200000000000001,0.5,3,0.5,1.0,0.08600000000000001,1.9948333333333332,0.04311137104185814,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0525-紫外-亚甲蓝-Qwen,2.0,0.228,1.0,3,1.0,2.0,0.228,1.9948333333333332,0.11429526276213553,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0525-紫外-亚甲蓝-Qwen,4.0,0.46366666666666667,2.0,3,2.0,4.0,0.9273333333333333,1.9948333333333332,0.46486757456763306,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0525-紫外-亚甲蓝-Qwen,6.0,0.2813333333333333,2.0,3,4.0,6.0,0.5626666666666666,1.9948333333333332,0.28206199348316485,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0525-紫外-亚甲蓝-Qwen,8.0,0.03666666666666667,2.0,3,6.0,8.0,0.07333333333333333,1.9948333333333332,0.036761634221739496,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0526-紫外-亚甲蓝-Qwen,0.5,0.11066666666666668,0.5,3,0.0,0.5,0.05533333333333334,3.023833333333333,0.01829906851127157,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0526-紫外-亚甲蓝-Qwen,1.0,0.12833333333333333,0.5,3,0.5,1.0,0.06416666666666666,3.023833333333333,0.02122030535192636,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0526-紫外-亚甲蓝-Qwen,2.0,0.20766666666666667,1.0,3,1.0,2.0,0.20766666666666667,3.023833333333333,0.06867662459350714,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0526-紫外-亚甲蓝-Qwen,4.0,0.769,2.0,3,2.0,4.0,1.538,3.023833333333333,0.5086259163313676,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0526-紫外-亚甲蓝-Qwen,6.0,0.5023333333333334,2.0,3,4.0,6.0,1.0046666666666668,3.023833333333333,0.33224935236730424,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,Qwen3.6-plus,Qwen3.6-plus optimized,methylene_blue,0526-紫外-亚甲蓝-Qwen,8.0,0.077,2.0,3,6.0,8.0,0.154,3.023833333333333,0.05092873284462327,1.0,absorbance,interval_auc_fraction = interval_mean_absorbance * interval_duration_h / sum(interval_mean_absorbance * interval_duration_h from 0 to 8 h),interval-average absorbance times duration; no trapezoidal interpolation
