source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2520,100.8,21.0,3066955,4.463771891651154,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2540,101.6,21.166666666666668,3071070,4.469761031150803,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2560,102.4,21.333333333333332,3075927,4.47683010783362,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2580,103.2,21.5,3082300,4.4861056329931,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2600,104.0,21.666666666666668,3079846,4.482533980907526,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2620,104.8,21.833333333333332,3092056,4.500304914878536,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2640,105.6,22.0,3093932,4.503035322096359,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2660,106.4,22.166666666666668,3099791,4.511562750608738,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2680,107.2,22.333333333333332,3106872,4.521868727959166,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2700,108.0,22.5,3109768,4.526083684943609,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2720,108.8,22.666666666666668,3124582,4.547644587142344,75.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2740,109.6,22.833333333333332,3098549,4.509755092951736,71.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2760,110.4,23.0,3072641,4.472047528879587,72.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2780,111.2,23.166666666666668,3077109,4.478550439033762,72.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2800,112.0,23.333333333333332,3082722,4.4867198290730155,72.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2820,112.8,23.5,3083535,4.487903102563468,72.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2840,113.6,23.666666666666668,3098518,4.509709974282359,72.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2860,114.4,23.833333333333332,3104218,4.518005987684059,72.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,2879,115.16,23.991666666666667,3103438,4.516870743744879,72.0,,,True,,pH 6.8,pH 6.8,,01,yes,False,auto_parsed
