source_folder,source_file,model,model_display_name,run_id,source_id,include_for_fig3,notes
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_01_rep01,01,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_01_rep02,01,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_01_rep03,01,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_02_rep01,02,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_02_rep02,02,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_02_rep03,02,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_03_rep01,03,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_03_rep02,03,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_03_rep03,03,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_04_rep01,04,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_04_rep02,04,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_04_rep03,04,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_05_rep01,05,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_05_rep02,05,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_05_rep03,05,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_06_rep01,06,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_06_rep02,06,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_06_rep03,06,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_07_rep01,07,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_07_rep02,07,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_07_rep03,07,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_08_rep01,08,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_08_rep02,08,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_08_rep03,08,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_09_rep01,09,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_09_rep02,09,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_09_rep03,09,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_10_rep01,10,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_10_rep02,10,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_10_rep03,10,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_11_rep01,11,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_11_rep02,11,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_11_rep03,11,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_12_rep01,12,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_12_rep02,12,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_12_rep03,12,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_13_rep01,13,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_13_rep02,13,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_13_rep03,13,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_14_rep01,14,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_14_rep02,14,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_14_rep03,14,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_15_rep01,15,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_15_rep02,15,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_15_rep03,15,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,gpt-5-mini,GPT-5-mini,01_vs_16_rep01,16,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-2.docx,gpt-5-mini,GPT-5-mini,01_vs_16_rep02,16,1,inferred_from_folder_chat_gpt
chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-3.docx,gpt-5-mini,GPT-5-mini,01_vs_16_rep03,16,1,inferred_from_folder_chat_gpt
dis gpt old,01.docx,dis-gpt,DIS GPT,01,01,1,explicit_user_mapping_dis_gpt
dis gpt old,02.docx,dis-gpt,DIS GPT,02,02,1,explicit_user_mapping_dis_gpt
dis gpt old,03.docx,dis-gpt,DIS GPT,03,03,1,explicit_user_mapping_dis_gpt
dis gpt old,04.docx,dis-gpt,DIS GPT,04,04,1,explicit_user_mapping_dis_gpt
dis gpt old,05.docx,dis-gpt,DIS GPT,05,05,1,explicit_user_mapping_dis_gpt
dis gpt old,06.docx,dis-gpt,DIS GPT,06,06,1,explicit_user_mapping_dis_gpt
dis gpt old,07.docx,dis-gpt,DIS GPT,07,07,1,explicit_user_mapping_dis_gpt
dis gpt old,08.docx,dis-gpt,DIS GPT,08,08,1,explicit_user_mapping_dis_gpt
dis gpt old,09.docx,dis-gpt,DIS GPT,09,09,1,explicit_user_mapping_dis_gpt
dis gpt old,10.docx,dis-gpt,DIS GPT,10,10,1,explicit_user_mapping_dis_gpt
dis gpt old,11.docx,dis-gpt,DIS GPT,11,11,1,explicit_user_mapping_dis_gpt
dis gpt old,12.docx,dis-gpt,DIS GPT,12,12,1,explicit_user_mapping_dis_gpt
dis gpt old,13.docx,dis-gpt,DIS GPT,13,13,1,explicit_user_mapping_dis_gpt
dis gpt old,14.docx,dis-gpt,DIS GPT,14,14,1,explicit_user_mapping_dis_gpt
dis gpt old,15.docx,dis-gpt,DIS GPT,15,15,1,explicit_user_mapping_dis_gpt
dis gpt old,16.docx,dis-gpt,DIS GPT,16,16,1,explicit_user_mapping_dis_gpt
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_01_rep02,01,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__rep03/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_01_rep03,01,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_02_rep02,02,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep03/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_02_rep03,02,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_04_rep02,04,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_05_rep02,05,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep01/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_06_rep01,06,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_06_rep02,06,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep03/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_06_rep03,06,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_09_rep02,09,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep03/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_10_rep03,10,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_11_rep02,11,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep03/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_11_rep03,11,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep01/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_12_rep01,12,1,inferred_from_folder_kimi
kimi,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep02/compare_report.docx,kimi-k2.5,Kimi-K2.5,01_vs_12_rep02,12,1,inferred_from_folder_kimi
